,mean_load,peak_load,load_factor,cv,night_ratio,weekend_ratio,cluster
MT_239,110.2518794345866,146.9151929260449,0.7504457315730844,0.2911869776692986,0.6687039391056211,0.9980565874280481,Medium
MT_240,395.9539140051601,586.9999999999999,0.6745381839951621,0.35953180382429467,0.6230843141820926,1.0025432987195066,Medium
MT_241,2518.909876976848,3451.8518518518486,0.7297271102829931,0.2771014383417615,0.6781180431820699,0.9793924810079676,Medium
MT_242,219.43849539739952,326.741741741742,0.6715961487738062,0.2915466602027505,0.6731407085084672,0.9871430543119479,Medium
MT_243,142.86747521455078,200.079554494829,0.7140533453069197,0.32822121587927394,0.6130232011392789,1.0160164097347766,Medium
MT_244,155.08577221599114,204.45193192272302,0.75854393136578,0.3033546771295674,0.6533683852992888,0.9932845321349781,Medium
MT_245,209.61567732115674,255.43103448275875,0.8206351187733436,0.19849392386125583,0.804789424040095,0.9896939189218542,Medium
MT_246,608.4801356017181,801.4730290456431,0.759202260775098,0.26500653057026213,0.7240620922227717,0.9931428053803418,Medium
MT_247,435.0374837901288,596.0027100271005,0.7299253450883595,0.31594972133335675,0.6598401654673232,0.9847222152989292,Medium
MT_248,207.0712825294873,295.9692008879023,0.6996379417462262,0.3989455144828065,0.5311265527192274,0.9889142534722611,Medium
MT_249,67.88822350594612,92.13645833333334,0.7368225861291366,0.29325041512370614,0.6685570400543286,1.0090406622029413,Medium
MT_250,93.26665116936431,123.88025889967643,0.7528774317859285,0.27395957881295396,0.7009055372066106,1.0178413339734893,Medium
MT_251,80.21114912062174,107.55558524853005,0.7457646103201133,0.2701673952637558,0.7233532870847525,1.0006236611567259,Medium
MT_252,271.42826769181926,371.05444785276075,0.731505225884061,0.3504505341547408,0.5899152062213833,0.9874166691102099,Medium
MT_253,383.5563123021993,544.1281942078364,0.7049006399320953,0.3265709922699917,0.6351521286280079,0.9005923028358925,Medium
MT_254,267.472966015657,359.0496575342466,0.7449470021849139,0.28598435591093174,0.6799972098937708,0.985795375455718,Medium
MT_256,158.6136885777234,226.45301094890524,0.7004264942783716,0.33763680449121714,0.6144139132229182,1.0033657399128475,Medium
MT_257,163.27291706655282,218.31319702602224,0.7478838626832587,0.2838128598921423,0.6969483014791205,1.0068043481562252,Medium
MT_258,133.91518185431042,179.1640378548895,0.7474445399738784,0.29640938020056184,0.6703068746830255,0.996395223872287,Medium
MT_259,173.34054826344143,226.21703853955367,0.7662577027023237,0.24499642692696533,0.7593395782389503,1.0174483949453683,Medium
MT_260,209.154208105441,289.9534285714286,0.7213372476260161,0.3294548478498107,0.6335112250373812,0.997516731033235,Medium
MT_261,78.36387821547639,110.75164141414143,0.7075640344005811,0.3247253378754951,0.6390825311895714,0.9592544562813339,Medium
MT_262,204.77402988584643,277.63610315186247,0.7375626856923515,0.29310960656042356,0.7189476660685192,1.017060965954528,Medium
MT_263,210.52644990970106,310.8290155440412,0.6773062982592488,0.3751753141794074,0.5723765740690839,0.9889902643599228,Medium
MT_264,212.95018084333006,298.42903575297913,0.7135705823866176,0.3486492943054694,0.609734859057058,1.025030242183364,Medium
MT_265,194.95512623595596,249.97919042189287,0.7798854212901797,0.2589798076185932,0.7066088420002455,1.0078717518737095,Medium
MT_266,287.48694236380305,355.8935018050542,0.8077892428653507,0.2202567594299823,0.7590110325784934,0.9939550325268649,Medium
MT_267,78.19130838220492,117.78029445073625,0.6638742817450661,0.3383470489805085,0.6266482725525951,1.0119821901899575,Medium
MT_268,288.1815909806598,422.10068762278974,0.6827318680849752,0.3858253554031551,0.5701342461213608,0.9846450274568979,Medium
MT_269,824.5786926923915,1169.985714285711,0.7047767187446436,0.30367422441744735,0.7013992488519295,0.9968263892878427,Medium
MT_270,66.0032171395471,94.15765069551776,0.7009862358714213,0.3663564334547909,0.585000374133712,0.9970009865797811,Medium
MT_271,161.80172733021368,209.89261492087425,0.7708786104323395,0.28184236753113534,0.7025316065881462,0.987535279375452,Medium
MT_272,164.5148071352225,218.25669183253274,0.753767528289368,0.28393960606050833,0.7081110297882902,1.0092951760447173,Medium
MT_273,487.6757684976863,668.9189189189193,0.7290506438147225,0.28333484472871406,0.7326123606790887,1.0149882542084647,Medium
MT_274,337.66090055765966,480.0443458980042,0.7033952247182659,0.32166558232820613,0.6820134377927869,1.0113678803056987,Medium
MT_275,135.56872833023252,174.029126213592,0.7790002241569857,0.2706565548248244,0.7022093543385373,0.997325140037631,Medium
MT_276,1971.3264353305708,2816.8069306930674,0.6998443570449223,0.34329904784816234,0.5976318419440011,0.9889480403692563,Medium
MT_277,96.12259202794031,138.9867021276595,0.6915956027192556,0.348429197212121,0.6123324672462064,0.9984580824251238,Medium
MT_278,93.1544453068388,132.718910963944,0.7018927794860088,0.3465920833257431,0.5953867047159443,0.9984341495858496,Medium
MT_279,13363.027163095654,17026.604166666653,0.7848321974417387,0.2150605923549147,0.8004552539146631,1.006503420608782,High
MT_281,129.70959179931907,167.59061930783255,0.7739668982371075,0.2648532762653597,0.7335681886918313,0.9957305250469545,Medium
MT_282,108.5938123205971,144.49055631868134,0.7515633899359337,0.27285883791372534,0.7185517862416398,0.9772167495939678,Medium
MT_283,260.3984136304225,338.47990463215257,0.7693172033755264,0.2564049464931005,0.7370925451501747,1.0022428766927316,Medium
MT_284,81.91928964784047,111.90187969924814,0.7320635709427755,0.30308312269023163,0.6842932254583255,1.0108159556124912,Medium
MT_285,117.94515693786464,165.6080707573245,0.712194498725227,0.3375038785248016,0.6546266938161192,0.9998749207809497,Medium
MT_286,123.4904968304723,171.50631820792643,0.7200346793099369,0.3507039411709581,0.6050382135357326,0.9884876719668559,Medium
MT_287,166.31562659317217,228.49089566929135,0.7278873239391157,0.3229949398463079,0.6715552444367242,0.9916597490503452,Medium
MT_288,77.04079948130543,109.4951338199515,0.7036002130285314,0.3511296447634502,0.5814619338272536,0.9904257930663871,Medium
MT_290,636.0941688522712,1231.6611498257823,0.5164522473914569,0.4042011314675749,0.6835135851653757,1.026478719685273,Medium
MT_291,117.32835669888975,170.38043478260852,0.6886257618052867,0.3265015201390738,0.6691443216393357,1.0236472982492562,Medium
MT_292,270.8416011151099,365.25959367945825,0.7415044143995654,0.26229965007526423,0.7200947161487353,0.9977057828184723,Medium
MT_293,109.55567347752526,156.20295467584646,0.7013674850445436,0.334233288722148,0.6307268595196451,1.0183790918547435,Medium
MT_294,697.7089484110033,977.4324324324323,0.7138180863046351,0.3029666369565599,0.665465283034153,1.029183602660799,Medium
MT_295,281.00980493805196,400.1204819277105,0.702312972293235,0.3120979560471376,0.6375810057035239,1.0563246160407078,Medium
MT_296,106.38259089860787,154.73136333109485,0.6875308832571322,0.3564808845192346,0.6057304324331281,1.0046692635235543,Medium
MT_297,167.0062321096213,237.65948275862067,0.7027122594524937,0.33660941266639954,0.6264358385080769,1.0055168342864513,Medium
MT_298,1036.1783835065462,1431.9411764705874,0.7236179813339069,0.2928914672785965,0.6996962767703815,1.043802537850433,Medium
MT_299,541.4767636951808,739.436026936027,0.7322834484260626,0.2764927900284994,0.7059434624672077,1.0175393003206306,Medium
MT_300,141.53239353285306,193.87579329102468,0.7300158061527591,0.29376195609222044,0.670146884885121,1.0006280340639135,Medium
MT_301,118.84101348083827,159.49016751638743,0.7451306580929353,0.27223819695898016,0.6924404049251401,1.0226974253611645,Medium
MT_302,160.24520448019882,212.95430756843805,0.7524863258692249,0.290888208176155,0.6882798836306417,0.9959422211430458,Medium
MT_303,150.1361037311258,206.57707910750517,0.726780068629943,0.2906889339623184,0.6654605031315964,1.0040744020785026,Medium
MT_304,73.98162294482545,113.59823462414592,0.6512568015656491,0.3473383693250632,0.6378896830007095,0.9930739823709284,Medium
MT_306,93.3031193279869,128.66900152827293,0.7251406183290002,0.3239505704165801,0.6459591796748354,1.0025714845510936,Medium
MT_307,795.0673598539778,1113.97435897436,0.7137214186743033,0.3717597275108236,0.5692735510670016,0.9955325553226679,Medium
MT_309,224.80045547461276,293.41894060995185,0.7661415960650095,0.21627764515026093,0.7712245823447301,1.0453528978230524,Medium
MT_310,619.141920559391,867.8923766816142,0.7133855961803462,0.3079027470937158,0.6675863656287349,1.0267626671202719,Medium
MT_311,143.19031909605698,191.2127045235804,0.7488535840378676,0.29040983883421884,0.6775956490416729,1.0352050471744767,Medium
MT_312,433.8013957796706,630.4687500000001,0.6880616934299607,0.38193645897533685,0.5639945260630178,0.9874454515400245,Medium
MT_313,253.15834412948237,350.5736636245109,0.7221259620934697,0.34418546688343277,0.6237600679851614,0.9916664621353948,Medium
MT_314,1233.8135352411164,1519.241573033708,0.8121246529459877,0.21674518156909914,0.7489612057324692,0.9919915004314347,Medium
MT_315,86.39883865560972,106.31664853101199,0.8126557773348889,0.19027108537808485,0.8069445463977031,0.999231291467709,Medium
MT_316,317.68263694359325,427.798042704626,0.7425995568730028,0.29084086293242645,0.6809313738258516,0.9881589136915372,Medium
MT_317,585.2030652926651,845.7877643504528,0.6919029689937507,0.372917487866185,0.612148321267568,0.998866327695112,Medium
MT_318,182.96526719787082,245.57259713701416,0.7450557160324677,0.28722674507418544,0.6677590756088314,0.9697668269484506,Medium
MT_319,94.69619734226616,124.90106320141776,0.7581696657742403,0.27900730632949755,0.7009062085652545,0.9901269568637546,Medium
MT_320,111.94914862104584,142.88893534002221,0.7834696812223335,0.25055880260162194,0.7473520362187186,0.9913587443569297,Medium
MT_321,119.24984340576606,166.18143621084792,0.7175882344310953,0.3289513943433251,0.6104913589946592,0.9850646398953333,Medium
MT_323,1829.4907098043589,2558.048780487803,0.7151899227877457,0.3167250543869055,0.64393909895761,0.9969770022084915,Medium
MT_324,335.16503967606127,450.64128521126753,0.7437512954875645,0.28194642634342043,0.7169099130014785,1.0067891595760847,Medium
MT_325,304.2660240148825,393.35511982570785,0.7735148436601005,0.19720259080387853,0.8061875253018869,0.9784207482458402,Medium
MT_326,281.57054603276373,401.68079800498737,0.7009808470587326,0.3223005403885079,0.6831103655427332,1.0067072601576192,Medium
MT_327,639.8793515748324,882.1647909967844,0.725351270086186,0.3435186817939886,0.6360631533836634,0.9960681590452933,Medium
MT_328,1382.3840993551798,1946.2962962962974,0.710263952094954,0.33260736537931784,0.6623019401559462,0.9911670419916034,Medium
MT_329,226.23993909998137,291.4227941176472,0.7763289065461656,0.2605729334895213,0.7314279867937779,0.9944726329296119,Medium
MT_330,105.16084054121295,152.32609374999996,0.6903665547532822,0.3841707484605875,0.55196720198488,1.014179538802254,Medium
MT_331,238.57952870034305,330.43981481481495,0.7220059992893041,0.3351093857904294,0.6202652252725515,0.9976601173330517,Medium
