,actual,forecast,lower_95,upper_95,abs_error
2011-04-23 15:00:00,47408.95833333333,40281.744352383044,27516.07250448794,53047.41620027815,7127.213980950284
2011-04-23 16:00:00,49169.79166666664,41124.7584344081,27236.03518424386,55013.48168457233,8045.0332322585455
2011-04-23 17:00:00,48816.04166666667,40516.31956283501,26192.320136506656,54840.31898916336,8299.722103831664
2011-04-23 18:00:00,45368.75,37756.25865226441,22978.113223623244,52534.40408090558,7612.491347735588
2011-04-23 19:00:00,45326.875,38572.57884244382,23258.239110386654,53886.91857450099,6754.2961575561785
2011-04-23 20:00:00,44964.16666666667,38987.69014287024,23154.968714670944,54820.41157106953,5976.476523796431
2011-04-23 21:00:00,44516.87499999997,38511.9060460629,22194.839728706836,54828.97236341896,6004.968953937074
2011-04-23 22:00:00,44036.25000000003,36324.18035393499,19537.95840526959,53110.4023026004,7712.069646065036
2011-04-23 23:00:00,37681.87499999997,30464.331489091084,13218.66941733017,47709.993560852,7217.543510908887
2011-04-24 00:00:00,26559.583333333325,19626.703779062373,1933.1039918464485,37320.30356627829,6932.879554270952
2011-04-24 01:00:00,22517.29166666664,14941.10508601775,-3188.8478297000875,33071.05800173558,7576.1865806488895
2011-04-24 02:00:00,21194.374999999993,13510.02876296133,-5045.907694026126,32065.965219948786,7684.346237038662
2011-04-24 03:00:00,20683.958333333343,12506.093451665103,-6466.351186741882,31478.53809007209,8177.86488166824
2011-04-24 04:00:00,21850.20833333335,15561.52573159695,-3818.5037315110058,34941.55519470491,6288.6826017364
2011-04-24 05:00:00,26662.5,18516.601025648823,-1262.602044098472,38295.80409539612,8145.8989743511775
2011-04-24 06:00:00,28535.416666666668,24925.706161024267,4755.233257487907,45096.17906456062,3609.7105056424007
2011-04-24 07:00:00,35459.79166666665,25085.634841805513,4531.336763514821,45639.93292009621,10374.156824861137
2011-04-24 08:00:00,35847.08333333335,29200.113283218394,8269.026084664256,50131.20048177253,6646.970050114956
2011-04-24 09:00:00,45670.20833333333,34707.48737440487,13406.275211070275,56008.69953773946,10962.720958928461
2011-04-24 10:00:00,45390.41666666667,33530.33865244589,11865.324051820982,55195.3532530708,11860.07801422078
2011-04-24 11:00:00,45637.91666666667,34826.53775861308,12803.72963805433,56849.34587917183,10811.378908053593
2011-04-24 12:00:00,46474.16666666667,34001.33889560534,11626.457902376664,56376.21988883401,12472.827771061333
2011-04-24 13:00:00,44898.54166666667,36349.61336795641,13628.114271305461,59071.11246460736,8548.928298710263
2011-04-24 14:00:00,40656.45833333335,35052.302034112,11989.393663102059,58115.210405121936,5604.156299221351
2011-04-24 15:00:00,40229.37499999997,36121.78324767992,11408.810752741672,60834.755742618174,4107.591752320048
2011-04-24 16:00:00,41521.45833333333,36903.372746933965,11084.578625404032,62722.1668684639,4618.085586399364
2011-04-24 17:00:00,39895.0,36235.17854163921,9834.946414407204,62635.41066887121,3659.8214583607914
2011-04-24 18:00:00,40199.58333333335,33417.02728022654,6420.816789082135,60413.23777137094,6782.556053106811
2011-04-24 19:00:00,38270.0,34176.98173026039,6517.20821226079,61836.75524825999,4093.0182697396085
2011-04-24 20:00:00,31453.33333333335,34537.57155983827,6229.503660313872,62845.63945936266,3084.2382265049164
2011-04-24 21:00:00,30158.75,34009.14550909445,5082.214028839971,62936.076989348934,3850.395509094451
2011-04-24 22:00:00,28253.75,31770.71344768307,2238.9298545907586,61302.49704077538,3516.963447683069
2011-04-24 23:00:00,24945.2083333333,25862.252017928186,-4264.8676938613135,55989.371729717685,917.0436845948861
2011-04-25 00:00:00,21871.666666666668,18000.93333288665,-12710.351674606329,48712.21834037962,3870.733333780019
2011-04-25 01:00:00,21413.333333333314,13270.89218328982,-18013.197442025008,44554.98180860464,8142.441150043494
2011-04-25 02:00:00,20340.208333333307,11797.696877939918,-20048.798612492905,43644.19236837274,8542.511455393389
2011-04-25 03:00:00,20090.208333333332,10753.875867318668,-21645.34086227565,43153.09259691299,9336.332466014665
2011-04-25 04:00:00,21881.458333333343,13771.826698688135,-19170.861917196875,46714.515314573146,8109.631634645208
2011-04-25 05:00:00,26214.583333333314,16691.8111968858,-16785.515265110305,50169.137658881904,9522.772136447515
2011-04-25 06:00:00,30753.958333333318,23068.227946535975,-10935.326220645366,57071.782113717316,7685.730386797342
2011-04-25 07:00:00,33217.2916666667,23197.85812452309,-11323.905146918565,57719.62139596474,10019.433542143612
2011-04-25 08:00:00,36141.66666666665,27284.670106495876,-7747.638656299307,62316.97886929106,8856.996560170774
2011-04-25 09:00:00,42312.5,32766.91612437513,-2768.6034974477443,68302.435746198,9545.58387562487
2011-04-25 10:00:00,43836.45833333333,31567.16502649762,-4464.53819205804,67598.86824505328,12269.293306835709
2011-04-25 11:00:00,45002.91666666667,32843.424250670796,-3677.7219752573073,69364.57047659889,12159.492415995875
2011-04-25 12:00:00,44168.12500000003,32000.821935983797,-5003.294181119716,69004.9380530873,12167.303064016232
2011-04-25 13:00:00,46093.95833333335,34334.42569197566,-3146.4373883613953,71815.28877231272,11759.532641357691
2011-04-25 14:00:00,45698.33333333333,33025.142131947665,-4926.479497072127,70976.76376096746,12673.191201385664
2011-04-25 15:00:00,46334.58333333335,34085.33869264442,-5396.244859026345,73566.92224431518,12249.244640688928
2011-04-25 16:00:00,48024.1666666667,34860.337626402106,-5743.608281219407,75464.28353402362,13163.829040264594
2011-04-25 17:00:00,47805.83333333335,34188.260226995204,-7105.390691995162,75481.91114598556,13617.573106338146
2011-04-25 18:00:00,44796.04166666665,31368.938777243966,-10626.743625361625,73364.62117984955,13427.102889422684
2011-04-25 19:00:00,45287.29166666667,32130.435853193034,-10625.642833865822,74886.5145402519,13156.855813473638
2011-04-25 20:00:00,43401.87500000005,32495.275222227487,-11008.15506152418,75998.70550597916,10906.599777772564
2011-04-25 21:00:00,43077.9166666667,31973.79846757582,-12251.336523151702,76198.93345830333,11104.11819909088
2011-04-25 22:00:00,41546.04166666667,29745.00381236909,-15189.326880303888,74679.33450504206,11801.037854297581
2011-04-25 23:00:00,36973.75000000003,23848.84927102759,-21785.9742389924,69483.67278104759,13124.90072897244
2011-04-26 00:00:00,26882.708333333325,12979.662613758235,-33345.388311787094,59304.713539303564,13903.04571957509
2011-04-26 01:00:00,25226.25,8267.211359743786,-38737.52828291218,55271.95100239975,16959.038640256214
2011-04-26 02:00:00,23850.83333333335,6814.204309061504,-40860.44758770282,54488.85620582583,17036.629024271846
2011-04-26 03:00:00,23402.70833333337,5793.143845475599,-42542.204972694046,54128.492663645244,17609.56448785777
2011-04-26 04:00:00,24350.208333333332,8836.389718688384,-40150.76663256403,57823.5460699408,15513.818614644948
2011-04-26 05:00:00,27173.541666666675,11784.168002337334,-37846.22504140972,61414.56104608439,15389.373664329341
2011-04-26 06:00:00,31443.124999999993,18190.837159628325,-32074.55728884755,68456.2316081042,13252.287840371668
2011-04-26 07:00:00,33797.7083333333,18353.135460706588,-32539.33966182342,69245.61058323659,15444.572872626712
2011-04-26 08:00:00,38100.20833333333,22474.97705525509,-29036.946503539228,73986.9006140494,15625.231278078238
2011-04-26 09:00:00,43428.54166666665,27994.56688744179,-24129.44376186531,80118.5775367489,15433.97477922486
2011-04-26 10:00:00,42585.83333333333,26834.420686070065,-25894.5721251782,79563.41349731834,15751.412647263263
2011-04-26 11:00:00,42168.33333333333,28152.484901633332,-25174.627183451805,81479.59698671848,14015.848431699997
2011-04-26 12:00:00,42782.08333333335,27353.831600895486,-26564.765264760892,81272.42846655186,15428.251732437864
2011-04-26 13:00:00,47907.08333333333,29733.459290433093,-24770.2038173618,84237.12239822798,18173.624042900236
2011-04-26 14:00:00,47074.16666666665,28472.209572225445,-26610.305762086668,83554.72490653757,18601.957094441204
2011-04-26 15:00:00,46802.5,29582.381234355664,-26988.214687236657,86152.97715594799,17220.118765644336
2011-04-26 16:00:00,46731.04166666665,30409.22452132737,-27315.695888386195,88134.14493104094,16321.817145339279
2011-04-26 17:00:00,46782.50000000003,29790.78578877887,-28714.07542035496,88295.6469979127,16991.71421122116
2011-04-26 18:00:00,44420.2083333333,27026.819999559477,-32268.9066302817,86322.54662940066,17393.388333773823
2011-04-26 19:00:00,44786.25,27845.310079621268,-32293.27394840595,87983.89410764849,16940.939920378732
2011-04-26 20:00:00,44901.66666666665,28268.69792394679,-32701.310677308014,89238.70652520159,16632.96874271986
2011-04-26 21:00:00,45174.79166666667,27807.24099862737,-33971.343391903014,89585.82538915775,17367.5506680393
2011-04-26 22:00:00,43641.25,25639.8513824915,-36936.035296754715,88215.7380617377,18001.3986175085
2011-04-26 23:00:00,38480.83333333333,19806.399116239307,-43558.84794328673,83171.64617576535,18674.43421709402
2011-04-27 00:00:00,26768.3333333333,9001.122044060816,-55144.06686081783,73146.31094893947,17767.211289272484
2011-04-27 01:00:00,24185.2083333333,4353.696062193252,-60561.69803938981,69269.09016377632,19831.512271140047
2011-04-27 02:00:00,22434.791666666624,2966.7370527108724,-62709.75118151445,68643.2252869362,19468.054613955752
2011-04-27 03:00:00,21841.041666666675,2012.6527412482392,-64416.2725721919,68441.57805468838,19828.388925418436
2011-04-27 04:00:00,23497.2916666667,5123.707180568308,-62049.24623902107,72296.66060015769,18373.584486098393
2011-04-27 05:00:00,26684.166666666675,8140.029419592131,-59768.79053240939,76048.84937159365,18544.137247074545
2011-04-27 06:00:00,32703.5416666667,14615.879903947265,-54020.91348318639,83252.67329108092,18087.661762719436
2011-04-27 07:00:00,35419.16666666663,14847.897983330113,-54509.23006095846,84205.02602761869,20571.268683336515
2011-04-27 08:00:00,37975.00000000003,19039.898387210807,-51030.160406160605,89109.95718058222,18935.10161278922
2011-04-27 09:00:00,40446.66666666667,24629.98571870083,-46145.822535444895,95405.79397284656,15816.68094796584
2011-04-27 10:00:00,40854.79166666667,23540.57498048735,-47934.01423000297,95015.16419097767,17314.216686179323
2011-04-27 11:00:00,42760.625,24929.511717780697,-47237.09258264695,97096.11601820834,17831.113282219303
2011-04-27 12:00:00,42573.75,24201.76666283887,-48650.27967034529,97053.81299602303,18371.98333716113
2011-04-27 13:00:00,48386.24999999998,26652.23725551527,-46878.861832460316,100183.33634349085,21734.01274448471
2011-04-27 14:00:00,45937.29166666663,25461.66391568372,-48742.27405402479,99665.60188539223,20475.62775098291
2011-04-27 15:00:00,46948.95833333335,26642.244516362465,-49041.94305706424,102326.43208978917,20306.713816970885
2011-04-27 16:00:00,49201.04166666667,27539.12878956036,-49338.19880900571,104416.45638812643,21661.91287710631
2011-04-27 17:00:00,48012.91666666667,26990.263111458655,-50746.38839185229,104726.9146147696,21022.653555208017
2011-04-27 18:00:00,44620.20833333333,24295.303124649654,-54310.600286072164,102901.20653537147,20324.905208683675
2011-04-27 19:00:00,44348.125,25182.13323467743,-54340.31197642359,104704.57844577845,19165.99176532257
2011-04-27 20:00:00,43097.9166666667,25673.097753865688,-54755.64344848799,106101.83895621936,17424.818912801013
2011-04-27 21:00:00,45142.91666666665,25278.357644093005,-56035.9421663235,106592.6574545095,19864.559022573645
2011-04-27 22:00:00,43047.08333333335,23176.72969031667,-59012.831887531254,105366.2912681646,19870.35364301668
2011-04-27 23:00:00,37388.12500000003,17407.98998060226,-65649.52534923195,100465.50531043646,19980.13501939777
2011-04-28 00:00:00,25956.04166666665,6666.283886720776,-77250.47877571144,90583.04654915299,19289.757779945874
2011-04-28 01:00:00,23580.83333333335,2081.1964380464487,-82685.76701774706,86848.15989383995,21499.6368952869
2011-04-28 02:00:00,21956.041666666624,755.2543739993998,-84853.3936686314,86363.9024166302,21200.787292667224
2011-04-28 03:00:00,21226.041666666642,-139.22185584087856,-86581.4170545707,86302.97334288894,21365.26352250752
2011-04-28 04:00:00,22486.45833333337,3029.946496370889,-84237.85199964335,90297.74499238512,19456.51183696248
2011-04-28 05:00:00,26830.00000000001,6102.805278106331,-81982.84917437144,94188.4597305841,20727.19472189368
2011-04-28 06:00:00,28868.749999999993,12633.533947242307,-76262.4484888348,101529.51638331941,16235.216052757685
2011-04-28 07:00:00,36179.79166666665,12918.693194144507,-76780.29864163481,102617.68502992383,23261.098472522142
2011-04-28 08:00:00,37680.625,17162.021519225556,-73332.85529257932,107656.89833103043,20518.603480774444
2011-04-28 09:00:00,41250.20833333335,22801.549850687006,-68482.27281868171,114085.37252005572,18448.658482646344
2011-04-28 10:00:00,41941.66666666665,21759.622161310283,-70306.38569133585,113825.63001395641,20182.044505356367
2011-04-28 11:00:00,44763.95833333333,23194.01570874489,-69647.58772591215,116035.61914340193,21569.94262458844
2011-04-28 12:00:00,43689.79166666667,22509.63578759198,-71101.13742252985,116120.4089977138,21180.155879074693
2011-04-28 13:00:00,48553.54166666666,25001.317324365897,-69372.35693411276,119374.99158284455,23552.22434230076
2011-04-28 14:00:00,49043.95833333333,23849.74125350888,-71280.7161398039,118980.19864682166,25194.217079824448
2011-04-28 15:00:00,49807.08333333334,25067.049066293606,-71553.04589452289,121687.1440271101,24740.034267039737
2011-04-28 16:00:00,49431.45833333333,25998.33729569314,-71856.69382164947,123853.36841303576,23433.121037640187
2011-04-28 17:00:00,47795.0,25481.50237628269,-73304.76044378807,124267.76519635344,22313.49762371731
2011-04-28 18:00:00,44828.5416666667,22816.153336746574,-76910.51018828645,122542.8168617796,22012.388329920126
2011-04-28 19:00:00,44713.33333333333,23730.13136155998,-76980.58200679776,124440.84472991772,20983.20197177335
2011-04-28 20:00:00,44673.75000000003,24245.740995263128,-77439.68246501898,125931.16445554524,20428.0090047369
2011-04-28 21:00:00,43766.25,23873.10694072755,-78767.93586083903,126514.14974229413,19893.14305927245
2011-04-28 22:00:00,43453.3333333333,21791.013283484164,-81796.13311717602,125378.15968414435,21662.320049849135
2011-04-28 23:00:00,37536.875,16039.207017563007,-88487.2565122557,120565.67054738171,21497.667982436993
2011-04-29 00:00:00,25383.33333333335,5311.808066548241,-100145.85755479176,110769.47368788824,20071.52526678511
2011-04-29 01:00:00,23372.29166666665,738.3796931891557,-105642.02339475328,107118.7827811316,22633.911973477494
2011-04-29 02:00:00,22695.41666666665,-578.5694174502569,-107873.70666562967,106716.56783072915,23273.986084116907
2011-04-29 03:00:00,22080.208333333325,-1466.7331331759924,-109668.92547136445,106735.45920501246,23546.941466509317
2011-04-29 04:00:00,22746.666666666693,1706.0567340106354,-107395.66616776666,110807.77963578793,21040.609932656058
2011-04-29 05:00:00,28277.916666666642,4779.839243640177,-105214.04920003777,114773.72768731813,23498.077423026465
2011-04-29 06:00:00,30965.416666666675,11308.790847239201,-99570.08108380072,122187.66277827912,19656.625819427474
2011-04-29 07:00:00,36959.375,11589.473014571573,-100167.37600061095,123346.3220297541,25369.901985428427
2011-04-29 08:00:00,38138.95833333335,15825.628810363065,-96802.35411453465,128453.61173526078,22313.329522970285
2011-04-29 09:00:00,42239.99999999997,21455.297505124254,-92037.1327531726,134947.7277634211,20784.702494875717
2011-04-29 10:00:00,43588.54166666667,20400.835180653943,-93949.50752876466,134751.17789007255,23187.70648601273
2011-04-29 11:00:00,45366.66666666667,21820.0349534533,-93381.8315076893,137021.9014145959,23546.63171321337
2011-04-29 12:00:00,45681.45833333335,21117.821704257338,-94929.32044856292,137164.9638570776,24563.636629076012
2011-04-29 13:00:00,48251.24999999997,23589.053646133558,-93297.25165438963,140475.35894665675,24662.196353866413
2011-04-29 14:00:00,45709.1666666667,22414.438667430135,-95305.04795368006,140133.9252885403,23294.727999236566
